Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y
472.txt,7,2,1.43,4.7,0,8,57,28,36,28,85,43,52,43,0.61,0.83,0.49,0.58,6.37,1.78,57,39,39.9,38.6,0.67,0.78,4.37,6.18,0.91,21.45,0.69,0.84,13.47,2.6,0.31,0.65,0.02,0,0.02,85,8,14,13,7,6,3,3,7,10.625,12.1429,6.5385,1.625,2,1.8571,0.4615,0.8571,0.875,0.4286,0.4286,0.2308,1,0.5385,1
131.txt,19,3,1.26,3.92,0.0219,23,126,48,88,46,237,86,131,84,0.55,0.64,0.38,0.39,6.24,1.77,126,36,38.4,37,0.53,0.77,5.79,8.18,0.88,20.55,0.67,0.73,21.95,3.31,0.23,0.61,0.08,0.02,0.09,237,23,38,29,24,5,4,8,17,10.3043,9.875,8.1724,1.2609,1.5833,1.2083,0.1724,0.2083,1.0435,0.1667,0.3333,0.2759,0.7083,0.5862,1
96.txt,15,5,1.26,4.5,0,9,73,27,50,27,173,44,93,44,0.54,0.47,0.37,0.25,1,0.71,73,24,32.6,33.3,0.42,0.62,3.92,5.55,0.83,13.37,0.54,0.56,5.06,1.59,0.1,0.51,0.08,0,0.08,173,9,18,13,9,3,3,5,23,19.2222,19.2222,13.3077,1.4444,2,1.4444,0.2308,0.3333,1,0.3333,0.5556,0.3846,2.5556,1.7692,1
264.txt,6,2,1.44,4.38,0.0588,8,57,18,39,18,76,19,42,19,0.55,0.45,0.32,0.33,1,0.71,57,40,39.9,40.1,0.75,0.8,4.62,6.54,0.93,28.31,0.93,0.89,7.11,1.89,0.19,0.91,0.14,0.1,0.24,76,8,12,7,8,1,1,5,7,9.5,9.5,10.8571,0.875,1.5,0.875,0.1429,0.125,1,0.125,0.625,0.7143,0.875,1,1
371.txt,23,2,1.44,4.39,0.0123,27,162,66,114,63,266,94,159,91,0.6,0.57,0.41,0.37,7.74,1.97,162,41,41.4,43.2,0.61,0.83,7.02,9.93,0.91,27.3,0.72,0.68,26.68,3.65,0.25,0.72,0.11,0,0.11,265,28,43,33,28,6,6,8,26,9.4643,9.4643,8.0303,1.1786,1.5357,1.1786,0.1818,0.2143,1,0.2143,0.2857,0.2424,0.9286,0.7879,1
489.txt,17,2,1.37,4.25,0,25,117,26,73,26,191,32,95,32,0.5,0.34,0.22,0.27,1.88,0.97,117,38,41.9,41,0.61,0.83,5.99,8.47,0.91,24.45,0.77,0.85,18.62,3.05,0.23,0.72,0.05,0.03,0.08,191,25,33,24,25,4,4,6,9,7.64,7.64,7.9583,0.96,1.32,0.96,0.1667,0.16,1,0.16,0.24,0.25,0.36,0.375,1
219.txt,17,2,1.37,4.17,0.0217,24,126,53,98,53,216,72,137,71,0.63,0.52,0.42,0.27,2.95,1.21,126,38,42.2,42,0.58,0.8,6.06,8.57,0.9,23.28,0.72,0.56,12.9,2.54,0.17,0.79,0.14,0.06,0.2,216,24,41,30,24,7,7,11,22,9,9,7.2,1.25,1.7083,1.25,0.2333,0.2917,1,0.2917,0.4583,0.3667,0.9167,0.7333,1
476.txt,10,2,1.52,4.61,0.0377,12,80,37,59,37,112,47,73,47,0.65,0.64,0.46,0.62,8.05,2.01,80,38,41.5,37.6,0.71,0.79,5.35,7.56,0.93,28.74,0.81,0.62,8.05,2.01,0.18,0.87,0.07,0.01,0.08,112,12,13,12,12,1,1,2,14,9.3333,9.3333,9.3333,1,1.0833,1,0.0833,0.0833,1,0.0833,0.1667,0.1667,1.1667,1.1667,1
414.txt,2,2,1.43,4.19,0,5,36,17,22,15,38,17,22,15,0.58,0.68,0.47,0.75,4.5,1.5,36,36,36,36,0.95,0.95,4.13,5.84,0.99,106.29,1,1,8,2,0.36,1,0.09,0,0.09,38,5,8,7,5,2,2,1,4,7.6,7.6,5.4286,1.4,1.6,1.4,0.2857,0.4,1,0.4,0.2,0.1429,0.8,0.5714,1
209.txt,2,2,1.43,4.68,0.1622,3,31,8,17,8,37,10,19,10,0.51,0.53,0.26,0.6,1.8,0.95,31,31,31,31,0.84,0.84,3.6,5.1,0.95,32,0.89,0.8,3.2,1.26,0.21,1,0,0,0,37,3,6,4,3,1,1,2,2,12.3333,12.3333,9.25,1.3333,2,1.3333,0.25,0.3333,1,0.3333,0.6667,0.5,0.6667,0.5,1
377.txt,3,3,1.48,4.55,0,9,56,23,38,23,76,33,48,33,0.63,0.69,0.41,0.52,6.26,1.77,56,36,40,36.7,0.74,0.72,4.54,6.42,0.93,26.67,0.79,0.78,14.09,2.65,0.38,0.76,0.04,0.04,0.08,76,9,13,11,9,2,2,2,4,8.4444,8.4444,6.9091,1.2222,1.4444,1.2222,0.1818,0.2222,1,0.2222,0.2222,0.1818,0.4444,0.3636,1
154.txt,7,2,1.61,4.92,0,6,39,14,24,14,51,21,32,21,0.63,0.66,0.36,0.38,1.12,0.75,39,38,38.3,38,0.76,0.76,3.86,5.46,0.93,25.03,0.75,0.62,3.12,1.25,0.16,0.76,0.09,0,0.09,51,6,8,7,6,1,1,1,5,8.5,8.5,7.2857,1.1667,1.3333,1.1667,0.1429,0.1667,1,0.1667,0.1667,0.1429,0.8333,0.7143,1
305.txt,6,3,1.35,4.35,0,12,49,15,32,15,73,19,42,19,0.58,0.45,0.31,0.38,1.92,0.98,49,39,36.1,37.9,0.67,0.78,4.06,5.74,0.91,20.05,0.76,0.77,7.69,1.96,0.24,0.76,0.1,0,0.1,73,12,9,12,12,1,1,2,5,6.0833,6.0833,6.0833,1,0.75,1,0.0833,0.0833,1,0.0833,0.1667,0.1667,0.4167,0.4167,1
326.txt,28,3,1.42,4.28,0.0456,25,144,66,100,62,262,98,145,93,0.55,0.64,0.46,0.31,4.02,1.42,144,33,40.1,38.4,0.55,0.74,6.29,8.9,0.89,22.5,0.69,0.55,12.6,2.51,0.16,0.75,0.1,0.01,0.1,260,25,35,33,26,6,6,8,25,10.4,10,7.8788,1.32,1.3462,1.2692,0.1818,0.2308,1.04,0.2308,0.3077,0.2424,0.9615,0.7576,1
190.txt,9,3,1.35,4.18,0.0826,8,53,26,38,25,126,41,68,40,0.54,0.59,0.49,0.46,2.77,1.18,53,29,28.9,27.3,0.42,0.52,3.34,4.72,0.82,11.73,0.56,0.54,3.77,1.37,0.1,0.56,0.06,0,0.06,126,8,11,10,8,3,1,5,13,15.75,15.75,12.6,1.25,1.375,1.25,0.3,0.375,1,0.125,0.625,0.5,1.625,1.3,1
149.txt,7,3,1.36,4.35,0.0347,15,92,37,58,34,156,61,84,55,0.54,0.65,0.4,0.5,7,1.87,92,37,38.5,35.4,0.59,0.71,5.21,7.37,0.9,20.97,0.69,0.71,14.29,2.67,0.24,0.66,0.07,0.01,0.08,156,15,23,17,15,5,5,9,10,10.4,10.4,9.1765,1.1333,1.5333,1.1333,0.2941,0.3333,1,0.3333,0.6,0.5294,0.6667,0.5882,1
397.txt,12,3,1.47,4.46,0.0051,23,128,52,89,49,222,90,129,85,0.58,0.66,0.41,0.37,4.83,1.55,128,33,40.9,38.6,0.58,0.75,6.07,8.59,0.9,23.02,0.69,0.57,11.43,2.39,0.16,0.68,0.1,0.04,0.14,218,23,32,25,23,2,2,3,17,9.4783,9.4783,8.72,1.087,1.3913,1.087,0.08,0.087,1,0.087,0.1304,0.12,0.7391,0.68,1
302.txt,17,3,1.38,4.27,0.0279,18,117,44,87,43,196,55,116,54,0.59,0.47,0.38,0.24,1.94,0.98,117,36,40.5,37.1,0.6,0.75,5.91,8.36,0.9,23.45,0.75,0.67,14.67,2.71,0.19,0.79,0.05,0.04,0.09,196,18,30,21,18,4,4,9,15,10.8889,10.8889,9.3333,1.1667,1.6667,1.1667,0.1905,0.2222,1,0.2222,0.5,0.4286,0.8333,0.7143,1
349.txt,10,3,1.83,5.26,0.0093,17,65,36,50,36,127,54,96,54,0.76,0.56,0.55,0.32,2.89,1.2,65,26,33.6,31.9,0.51,0.6,4.08,5.77,0.86,15.22,0.52,0.43,5.14,1.6,0.12,0.57,0.12,0,0.12,127,17,23,20,17,3,3,4,28,7.4706,7.4706,6.35,1.1765,1.3529,1.1765,0.15,0.1765,1,0.1765,0.2353,0.2,1.6471,1.4,1
286.txt,10,3,1.38,4.26,0.0696,9,87,30,54,24,126,36,64,30,0.51,0.47,0.34,0.65,7.12,1.89,87,42,40.6,41.2,0.69,0.79,5.48,7.75,0.92,27.43,0.84,0.94,15.06,2.74,0.25,0.81,0.06,0.06,0.12,122,9,15,11,9,1,1,3,14,13.5556,13.5556,11.0909,1.2222,1.6667,1.2222,0.0909,0.1111,1,0.1111,0.3333,0.2727,1.5556,1.2727,1
387.txt,12,2,1.41,4.15,0.0612,13,70,27,48,26,106,44,67,43,0.63,0.64,0.39,0.38,3.05,1.23,70,37,39.8,37.2,0.66,0.75,4.81,6.8,0.91,22.76,0.72,0.57,6.86,1.85,0.18,0.72,0.09,0.06,0.15,106,13,18,17,13,4,4,3,11,8.1538,8.1538,6.2353,1.3077,1.3846,1.3077,0.2353,0.3077,1,0.3077,0.2308,0.1765,0.8462,0.6471,1
172.txt,8,2,1.5,4.39,0,12,82,35,58,33,127,54,82,52,0.65,0.63,0.43,0.43,3.86,1.39,82,35,39.1,37.4,0.65,0.76,5.15,7.28,0.91,23.3,0.71,0.62,8.05,2.01,0.16,0.71,0.15,0.06,0.21,125,12,18,14,13,2,2,4,9,10.4167,9.6154,8.9286,1.1667,1.3846,1.0769,0.1429,0.1538,1.0833,0.1538,0.3077,0.2857,0.6923,0.6429,1
446.txt,23,4,1.51,4.69,0.0511,29,144,71,110,70,259,112,162,109,0.63,0.67,0.49,0.43,9.98,2.23,144,39,40.2,39.1,0.56,0.77,6.33,8.95,0.89,22.84,0.68,0.66,23.11,3.4,0.22,0.68,0.06,0.01,0.07,259,29,43,36,28,7,6,10,27,8.931,9.25,7.1944,1.2414,1.5357,1.2857,0.1944,0.25,0.9655,0.2143,0.3571,0.2778,0.9643,0.75,1
323.txt,12,2,1.36,4.57,0,9,71,31,49,29,105,39,68,37,0.65,0.54,0.44,0.38,3.05,1.23,71,40,40.7,40.2,0.68,0.78,4.9,6.93,0.92,24.04,0.72,0.81,13.76,2.62,0.25,0.72,0.03,0.01,0.04,103,9,18,13,9,4,3,5,12,11.4444,11.4444,7.9231,1.4444,2,1.4444,0.3077,0.4444,1,0.3333,0.5556,0.3846,1.3333,0.9231,1
182.txt,23,4,1.53,4.47,0,25,105,51,75,47,218,102,135,94,0.62,0.7,0.49,0.11,0.43,0.46,105,35,39.8,34.5,0.48,0.68,5.03,7.11,0.86,17.24,0.56,0.22,1.73,0.93,0.06,0.62,0.13,0.01,0.13,212,25,36,35,25,10,8,4,30,8.48,8.48,6.0571,1.4,1.44,1.4,0.2857,0.4,1,0.32,0.16,0.1143,1.2,0.8571,1
384.txt,26,3,1.48,4.42,0.0247,27,159,70,108,66,278,121,164,109,0.59,0.66,0.44,0.38,7.22,1.9,159,40,43.1,41.8,0.57,0.81,6.74,9.54,0.9,24.62,0.66,0.64,20.48,3.2,0.2,0.62,0.1,0.01,0.11,268,27,43,35,26,5,3,10,20,9.9259,10.3077,7.6571,1.2963,1.6538,1.3462,0.1429,0.1923,0.963,0.1154,0.3846,0.2857,0.7692,0.5714,1
99.txt,6,3,1.36,4.2,0,7,36,12,25,12,65,18,36,18,0.55,0.5,0.33,0.4,1.6,0.89,36,26,30.8,30.7,0.55,0.52,3.16,4.47,0.86,12.81,0.69,0.7,4.9,1.57,0.19,0.71,0.06,0,0.06,65,7,10,7,7,0,0,3,8,9.2857,9.2857,9.2857,1,1.4286,1,0,0,1,0,0.4286,0.4286,1.1429,1.1429,1
462.txt,6,2,1.61,4.7,0.0575,8,70,22,50,22,93,27,58,27,0.62,0.47,0.31,0.25,1,0.71,70,38,41.6,42,0.75,0.76,5.13,7.26,0.94,31.41,0.86,0.81,10.56,2.3,0.22,0.89,0.07,0.03,0.1,93,8,14,10,8,3,3,5,5,11.625,11.625,9.3,1.25,1.75,1.25,0.3,0.375,1,0.375,0.625,0.5,0.625,0.5,1
159.txt,20,3,1.56,4.81,0,29,147,69,97,66,266,102,160,99,0.6,0.62,0.47,0.36,7.14,1.89,147,39,41.3,40.7,0.55,0.79,6.37,9.01,0.89,22.83,0.61,0.52,15.02,2.74,0.18,0.65,0.07,0,0.07,266,29,41,33,29,4,4,7,18,9.1724,9.1724,8.0606,1.1379,1.4138,1.1379,0.1212,0.1379,1,0.1379,0.2414,0.2121,0.6207,0.5455,1
313.txt,11,3,1.57,4.83,0.0513,22,108,44,74,42,173,63,107,61,0.62,0.57,0.41,0.45,5.83,1.71,108,36,41.6,40.9,0.62,0.77,5.81,8.21,0.91,24.48,0.69,0.72,15.21,2.76,0.2,0.66,0.08,0.01,0.09,171,22,28,21,21,4,4,4,14,7.7727,8.1429,8.1429,0.9545,1.3333,1,0.1905,0.1905,0.9545,0.1905,0.1905,0.1905,0.6667,0.6667,1
385.txt,10,2,1.55,4.62,0,13,85,38,62,35,128,54,78,46,0.61,0.59,0.45,0.48,5.26,1.62,85,40,39.9,38.6,0.66,0.81,5.31,7.51,0.92,24.98,0.79,0.74,12.57,2.51,0.22,0.81,0.08,0.03,0.1,122,13,19,15,13,0,0,3,13,9.3846,9.3846,8.1333,1.1538,1.4615,1.1538,0,0,1,0,0.2308,0.2,1,0.8667,1
153.txt,9,3,1.3,4.24,0.0115,17,101,34,68,34,189,57,96,57,0.51,0.59,0.34,0.23,1.38,0.83,101,35,35.7,33.2,0.53,0.68,5.19,7.35,0.88,19.04,0.71,0.73,13.88,2.63,0.2,0.71,0.11,0.02,0.14,189,17,30,20,15,5,4,8,13,11.1176,12.6,9.45,1.1765,2,1.3333,0.25,0.3333,0.8824,0.2667,0.5333,0.4,0.8667,0.65,1
130.txt,4,2,1.38,4.18,0,6,42,15,27,15,63,19,33,19,0.52,0.58,0.36,0.67,4,1.41,42,31,35.1,36.3,0.67,0.62,3.74,5.29,0.9,18.39,0.82,0.89,7.11,1.89,0.24,0.74,0.12,0.03,0.15,63,6,9,8,6,2,2,2,8,10.5,10.5,7.875,1.3333,1.5,1.3333,0.25,0.3333,1,0.3333,0.3333,0.25,1.3333,1,1
68.txt,24,4,1.34,4.2,0.0338,32,210,98,143,94,433,179,237,169,0.55,0.71,0.47,0.56,19.44,3.12,210,38,40.3,38.4,0.48,0.74,7.14,10.09,0.88,22.12,0.6,0.79,39.68,4.45,0.21,0.51,0.03,0.03,0.06,427,32,56,44,32,12,10,8,33,13.3438,13.3438,9.7045,1.375,1.75,1.375,0.2727,0.375,1,0.3125,0.25,0.1818,1.0312,0.75,1
400.txt,13,3,1.3,4.49,0.0098,23,129,46,88,42,214,69,121,65,0.57,0.54,0.36,0.32,4.12,1.44,129,38,40,39.5,0.6,0.81,6.24,8.82,0.91,24.71,0.73,0.76,23.44,3.42,0.26,0.75,0.11,0.02,0.13,212,23,36,27,22,6,6,8,18,9.2174,9.6364,7.8519,1.1739,1.6364,1.2273,0.2222,0.2727,0.9565,0.2727,0.3636,0.2963,0.8182,0.6667,1
222.txt,6,2,1.56,4.98,0,3,49,26,34,25,60,30,38,29,0.63,0.76,0.53,0.67,2.67,1.15,49,40,42,41.3,0.82,0.8,4.47,6.33,0.95,35.95,0.89,1,6,1.73,0.16,0.9,0.05,0,0.05,60,3,7,5,3,2,1,1,9,20,20,12,1.6667,2.3333,1.6667,0.4,0.6667,1,0.3333,0.3333,0.2,3,1.8,1
94.txt,5,2,1.64,5.07,0.0172,6,49,20,34,19,63,23,38,22,0.6,0.58,0.41,0.71,3.57,1.34,49,41,39.9,39.1,0.78,0.82,4.37,6.17,0.94,29.66,0.89,0.86,5.14,1.6,0.16,0.9,0.03,0.03,0.05,63,6,7,7,6,1,1,2,7,10.5,10.5,9,1.1667,1.1667,1.1667,0.1429,0.1667,1,0.1667,0.3333,0.2857,1.1667,1,1
201.txt,25,4,1.45,4.7,0.0447,19,124,56,89,54,197,74,117,72,0.59,0.62,0.45,0.52,7.76,1.97,124,44,42.5,40.4,0.63,0.81,6.25,8.83,0.91,26.19,0.76,0.72,15.21,2.76,0.18,0.81,0.08,0.02,0.09,197,19,28,24,20,4,3,7,16,10.3684,9.85,8.2083,1.2632,1.4,1.2,0.1667,0.2,1.0526,0.15,0.35,0.2917,0.8,0.6667,1
488.txt,10,3,1.46,4.33,0,11,56,30,39,29,92,41,55,40,0.6,0.73,0.54,0.72,9.39,2.17,56,40,35.8,35.1,0.61,0.8,4.13,5.84,0.89,17.89,0.71,0.78,10.89,2.33,0.25,0.65,0.05,0,0.05,92,11,14,13,11,0,0,3,9,8.3636,8.3636,7.0769,1.1818,1.2727,1.1818,0,0,1,0,0.2727,0.2308,0.8182,0.6923,1
299.txt,7,3,1.45,4.38,0.0357,10,87,35,56,32,123,48,72,42,0.59,0.58,0.4,0.62,8.05,2.01,87,41,42.7,40.8,0.71,0.82,5.55,7.84,0.93,29.04,0.78,0.86,15.43,2.78,0.25,0.75,0.07,0.01,0.08,119,10,18,16,9,7,5,1,15,11.9,13.2222,7.4375,1.6,2,1.7778,0.4375,0.7778,0.9,0.5556,0.1111,0.0625,1.6667,0.9375,1
73.txt,7,3,1.38,4.8,0,8,52,19,35,18,81,32,48,30,0.59,0.62,0.37,0.56,2.78,1.18,52,39,35,33.1,0.64,0.78,4.09,5.78,0.9,18.92,0.73,0.67,4,1.41,0.12,0.68,0.15,0.02,0.17,81,8,7,6,6,1,0,3,11,10.125,13.5,13.5,0.75,1.1667,1,0.1667,0.1667,0.75,0,0.5,0.5,1.8333,1.8333,1
263.txt,7,2,1.53,4.65,0.0128,9,47,18,34,18,79,28,50,28,0.63,0.56,0.38,0.29,1.14,0.76,47,36,34,34.7,0.59,0.72,3.74,5.29,0.88,15.97,0.68,0.57,4.57,1.51,0.16,0.71,0.08,0.02,0.1,79,9,9,8,9,0,0,2,7,8.7778,8.7778,9.875,0.8889,1,0.8889,0,0,1,0,0.2222,0.25,0.7778,0.875,1
66.txt,14,5,1.48,4.88,0,21,137,65,98,64,257,101,153,100,0.6,0.65,0.47,0.49,13.25,2.57,137,36,37.1,33.6,0.53,0.73,6.04,8.55,0.89,21.26,0.64,0.69,26.25,3.62,0.25,0.56,0.05,0.03,0.08,257,21,42,32,21,9,9,3,24,12.2381,12.2381,8.0312,1.5238,2,1.5238,0.2812,0.4286,1,0.4286,0.1429,0.0938,1.1429,0.75,1
56.txt,15,3,1.45,4.51,0.0329,16,116,37,85,35,169,45,103,43,0.61,0.42,0.32,0.37,4.83,1.55,116,42,43.3,43.1,0.69,0.85,6.31,8.92,0.93,30.37,0.83,0.86,25.71,3.59,0.29,0.82,0.11,0.02,0.13,169,16,37,20,17,4,4,4,23,10.5625,9.9412,8.45,1.25,2.1765,1.1765,0.2,0.2353,1.0625,0.2353,0.2353,0.2,1.3529,1.15,1
69.txt,9,3,1.3,4.5,0,8,81,24,47,22,113,37,66,35,0.58,0.53,0.3,0.26,1.57,0.88,81,39,42.6,40.2,0.72,0.77,5.39,7.62,0.93,29.15,0.71,0.7,11.13,2.36,0.24,0.72,0.06,0.03,0.09,113,8,18,14,9,5,3,4,12,14.125,12.5556,8.0714,1.75,2,1.5556,0.3571,0.5556,1.125,0.3333,0.4444,0.2857,1.3333,0.8571,1
366.txt,4,3,1.44,4.51,0.0556,8,53,16,34,16,73,18,43,18,0.59,0.42,0.3,0.54,3.77,1.37,53,37,38.5,34.6,0.73,0.74,4.39,6.2,0.93,24.97,0.79,0.85,9.31,2.16,0.26,0.72,0.09,0.02,0.12,73,8,11,8,8,1,1,1,4,9.125,9.125,9.125,1,1.375,1,0.125,0.125,1,0.125,0.125,0.125,0.5,0.5,1
79.txt,21,4,1.38,4.47,0.0733,26,144,74,99,68,277,141,159,119,0.57,0.75,0.51,0.46,11.57,2.41,144,38,39.7,38.6,0.52,0.76,6.12,8.65,0.88,21,0.62,0.57,17.8,2.98,0.19,0.6,0.09,0.03,0.11,270,26,41,36,25,10,9,6,35,10.3846,10.8,7.5,1.3846,1.64,1.44,0.2778,0.4,0.9615,0.36,0.24,0.1667,1.4,0.9722,1
11.txt,8,2,1.51,4.8,0.0543,10,60,24,40,23,99,37,60,34,0.61,0.57,0.4,0.57,6.86,1.85,60,37,36.4,35.7,0.61,0.74,4.26,6.03,0.89,18.31,0.67,0.71,10.71,2.31,0.25,0.6,0.05,0.02,0.07,99,10,20,17,10,7,5,2,11,9.9,9.9,5.8235,1.7,2,1.7,0.4118,0.7,1,0.5,0.2,0.1176,1.1,0.6471,1
112.txt,9,3,1.34,4.24,0,13,66,25,45,24,126,41,81,40,0.64,0.49,0.38,0.35,2.45,1.11,66,36,36,29.1,0.52,0.57,4.16,5.88,0.87,15.71,0.56,0.5,5,1.58,0.12,0.62,0.07,0.01,0.09,126,13,22,18,12,6,4,2,15,9.6923,10.5,7,1.3846,1.8333,1.5,0.3333,0.5,0.9231,0.3333,0.1667,0.1111,1.25,0.8333,1
5.txt,8,3,1.55,4.78,0.022,12,61,30,46,29,97,43,61,41,0.63,0.67,0.49,0.43,2.57,1.13,61,35,36.9,35.9,0.63,0.7,4.38,6.19,0.9,19.6,0.75,0.64,5.79,1.7,0.15,0.78,0.08,0.02,0.1,97,12,12,11,12,0,0,1,11,8.0833,8.0833,8.8182,0.9167,1,0.9167,0,0,1,0,0.0833,0.0909,0.9167,1,1
296.txt,5,2,1.51,4.77,0,8,75,34,49,31,93,42,59,39,0.63,0.66,0.45,0.42,3.37,1.3,75,41,43.7,42.1,0.81,0.82,5.5,7.78,0.95,41.48,0.83,0.84,13.47,2.6,0.27,0.82,0.05,0.03,0.08,91,8,19,15,9,5,3,2,11,11.375,10.1111,6.0667,1.875,2.1111,1.6667,0.3333,0.5556,1.125,0.3333,0.2222,0.1333,1.2222,0.7333,1
