 numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
1.54,4.52,0,0.58,0.71,5.2,7.35,0.93,27.72,0.85,0.83,8.33,2.04,0.16,0.84,0.06,0.02,0.08,3
1.57,4.79,0.0597,0.57,0.64,5.54,7.84,0.91,24.43,0.67,0.78,16.33,2.86,0.25,0.61,0.07,0.04,0.11,3
1.55,4.64,0,0.62,0.6,5.7,8.06,0.9,22.75,0.72,0.86,21.55,3.28,0.22,0.63,0.08,0.04,0.12,3
1.56,4.79,0.0567,0.6,0.57,7.35,10.4,0.9,26.3,0.7,0.74,30.95,3.93,0.21,0.7,0.08,0.03,0.11,3
2.02,5.78,0.0169,0.64,0.76,4.41,6.23,0.94,28.14,0.88,1,7,1.87,0.16,0.83,0.14,0,0.14,3
1.39,4.45,0.0511,0.58,0.65,5.7,8.06,0.91,25.52,0.72,0.58,10.45,2.29,0.2,0.79,0.07,0,0.07,3
1.65,4.9,0.0203,0.6,0.6,6.29,8.9,0.91,24.73,0.72,0.79,26.88,3.67,0.26,0.64,0.05,0.02,0.08,3
1.53,4.46,0,0.56,0.69,5.46,7.72,0.92,26.94,0.8,0.87,17.39,2.95,0.28,0.76,0.03,0.04,0.07,3
1.38,4.34,0.0519,0.54,0.47,8.53,12.06,0.88,24.37,0.66,0.69,51.18,5.06,0.21,0.62,0.08,0.03,0.11,3
1.51,4.65,0.0091,0.56,0.5,6.9,9.76,0.88,22.08,0.63,0.6,25.68,3.58,0.2,0.6,0.08,0.02,0.1,3
1.48,4.58,0.0812,0.58,0.42,8.53,12.06,0.87,22.67,0.57,0.66,60.89,5.52,0.2,0.51,0.08,0.02,0.09,3
1.55,4.8,0.0738,0.56,0.71,5.67,8.01,0.93,29.39,0.83,0.91,26.28,3.62,0.4,0.75,0.06,0,0.06,3
1.57,4.74,0.0548,0.54,0.57,7.35,10.39,0.9,25.8,0.7,0.78,34.91,4.18,0.25,0.62,0.07,0.01,0.08,3
1.55,4.74,0.0317,0.58,0.6,6.53,9.23,0.91,25.19,0.72,0.87,29.64,3.85,0.24,0.65,0.08,0.04,0.12,3
1.61,4.72,0.0256,0.53,0.6,7.37,10.42,0.91,27.52,0.72,0.72,23.67,3.44,0.2,0.72,0.09,0.01,0.09,3
1.47,4.63,0.014,0.59,0.54,8.32,11.77,0.9,26.55,0.66,0.68,37.35,4.32,0.19,0.62,0.08,0.01,0.09,3
1.46,4.57,0.0329,0.55,0.62,5.79,8.19,0.91,24.24,0.71,0.81,20.16,3.18,0.26,0.63,0.06,0.05,0.11,3
1.46,4.47,0.0153,0.55,0.57,5.97,8.45,0.9,22.49,0.69,0.74,22.88,3.38,0.26,0.63,0.07,0.02,0.09,3
1.53,4.69,0.0072,0.58,0.55,6.96,9.84,0.9,24.35,0.69,0.8,31.04,3.94,0.21,0.62,0.05,0.03,0.08,3
1.68,4.92,0.0078,0.65,0.69,5.89,8.33,0.93,29.42,0.77,0.77,15.38,2.77,0.22,0.76,0.02,0.02,0.04,3
1.73,5.28,0.0943,0.57,0.56,6.1,8.63,0.9,22.58,0.66,0.72,18.78,3.06,0.19,0.6,0.13,0.01,0.13,3
1.54,4.71,0.0476,0.58,0.64,5.72,8.09,0.91,25.14,0.66,0.71,16.94,2.91,0.26,0.61,0.07,0.04,0.11,3
1.52,4.55,0.0104,0.54,0.63,6.56,9.28,0.91,27.35,0.8,0.81,21.12,3.25,0.22,0.82,0.12,0.03,0.16,3
1.41,4.57,0.0568,0.58,0.48,7.34,10.38,0.88,22.38,0.57,0.58,31.84,3.99,0.2,0.59,0.07,0.02,0.09,3
1.68,4.93,0.0455,0.59,0.86,4.24,6,0.96,42.67,0.93,1,5,1.58,0.17,0.95,0.14,0.03,0.17,3
1.49,4.65,0.0342,0.6,0.47,8.73,12.34,0.88,24.63,0.62,0.65,44.92,4.74,0.17,0.58,0.1,0.02,0.12,3
1.48,4.44,0,0.56,0.73,5.48,7.75,0.93,31.01,0.78,0.63,7.58,1.95,0.19,0.81,0.16,0.03,0.19,3
1.52,4.59,0.0175,0.57,0.52,7.85,11.1,0.89,25.09,0.67,0.73,42.98,4.64,0.23,0.6,0.07,0.02,0.09,3
1.38,4.18,0,0.52,0.61,4.02,5.68,0.89,17.48,0.78,0.78,5.44,1.65,0.16,0.77,0.18,0.07,0.24,3
1.6,4.92,0.0262,0.61,0.55,7.19,10.17,0.9,24.71,0.66,0.67,26.67,3.65,0.19,0.63,0.09,0.04,0.13,3
1.38,4.01,0.0492,0.51,0.6,6.11,8.64,0.9,24.29,0.77,0.78,21.78,3.3,0.27,0.72,0.11,0.03,0.14,3
1.53,4.6,0.0395,0.56,0.56,7.56,10.69,0.9,26.08,0.71,0.8,42.56,4.61,0.26,0.62,0.09,0.02,0.11,3
1.46,4.52,0.0106,0.58,0.6,6.06,8.57,0.9,23.91,0.71,0.74,18.38,3.03,0.21,0.69,0.11,0.02,0.13,3
1.51,4.7,0.0324,0.54,0.52,8.43,11.92,0.9,26.25,0.72,0.71,44.18,4.7,0.22,0.72,0.05,0,0.06,3
1.56,4.99,0.0903,0.58,0.54,7.18,10.15,0.89,24.25,0.65,0.7,30.31,3.89,0.21,0.58,0.09,0.01,0.1,3
1.49,4.62,0.0572,0.61,0.52,6.68,9.44,0.89,22.5,0.66,0.74,26.06,3.61,0.18,0.61,0.08,0.04,0.12,3
1.4,4.41,0.058,0.56,0.68,5.98,8.46,0.92,28.27,0.78,0.93,23.15,3.4,0.28,0.67,0.14,0.01,0.15,3
1.56,4.65,0.0185,0.59,0.68,6.4,9.04,0.92,29.84,0.84,0.86,20.57,3.21,0.23,0.8,0.13,0.03,0.16,3
1.46,4.53,0.0523,0.59,0.57,7.09,10.03,0.9,25.18,0.73,0.78,32.67,4.04,0.22,0.7,0.09,0.02,0.11,3
1.53,4.63,0,0.57,0.64,6.38,9.03,0.91,27.07,0.76,0.81,17.93,2.99,0.19,0.72,0.09,0.01,0.1,3
1.37,4.33,0,0.61,0.63,6.01,8.5,0.91,25.37,0.78,0.79,24.64,3.51,0.28,0.83,0.05,0,0.05,3
1.37,4.37,0.0258,0.6,0.67,6.22,8.79,0.92,28.51,0.74,0.79,18.24,3.02,0.22,0.72,0.11,0.01,0.12,3
1.52,4.53,0.0281,0.47,0.61,5.99,8.47,0.91,24.24,0.8,0.87,17.39,2.95,0.22,0.83,0.11,0.02,0.13,3
1.54,4.65,0.057,0.61,0.65,6,8.49,0.92,26.57,0.75,0.87,22.53,3.36,0.25,0.68,0.08,0.01,0.09,3
1.57,4.72,0.0356,0.6,0.53,9.04,12.78,0.9,27.72,0.69,0.74,58.33,5.4,0.23,0.66,0.1,0.03,0.13,3
1.41,4.48,0.1542,0.56,0.55,6.22,8.8,0.89,22.47,0.66,0.79,25.93,3.6,0.23,0.57,0.07,0.01,0.08,3
1.45,4.65,0.0611,0.56,0.5,8.35,11.81,0.89,25.06,0.63,0.66,48.89,4.94,0.24,0.6,0.05,0.03,0.07,3
1.58,4.84,0.017,0.58,0.53,7.6,10.74,0.89,24.86,0.66,0.62,25.47,3.57,0.17,0.67,0.08,0.02,0.1,3
1.36,4.34,0.0376,0.57,0.51,7.05,9.97,0.89,22.86,0.65,0.66,24.9,3.53,0.18,0.59,0.09,0.03,0.12,3
1.59,4.54,0.0515,0.56,0.5,6.12,8.66,0.88,20.38,0.68,0.76,26.63,3.65,0.21,0.64,0.1,0.01,0.11,3
1.37,4.32,0.0649,0.56,0.48,7.05,9.97,0.88,21.86,0.56,0.52,23.55,3.43,0.19,0.55,0.06,0.04,0.1,3
1.43,4.56,0.0539,0.61,0.62,5.91,8.35,0.91,24.45,0.74,0.69,16.46,2.87,0.21,0.75,0.1,0.01,0.11,3
1.56,4.76,0.0723,0.59,0.52,8.75,12.38,0.9,26.58,0.68,0.74,49.88,4.99,0.2,0.63,0.09,0.02,0.11,3
1.52,4.78,0.0426,0.6,0.62,6.31,8.92,0.91,25.69,0.76,0.77,20.83,3.23,0.22,0.7,0.1,0.05,0.15,3
1.52,4.82,0.019,0.59,0.51,6.75,9.54,0.88,22.08,0.59,0.63,24.53,3.5,0.19,0.59,0.07,0.01,0.08,3
1.51,4.78,0.0702,0.57,0.6,5.93,8.39,0.9,23.47,0.7,0.86,21.55,3.28,0.22,0.62,0.11,0.01,0.12,3
1.7,4.97,0.027,0.65,0.59,6.12,8.66,0.9,23.79,0.64,0.68,16.89,2.91,0.18,0.58,0.08,0.03,0.11,3
1.41,4.52,0.0338,0.54,0.52,8.57,12.12,0.9,26.53,0.71,0.78,38.11,4.37,0.17,0.66,0.1,0.01,0.11,3
1.5,4.78,0.0196,0.54,0.63,5.84,8.26,0.91,24.98,0.76,0.86,21.55,3.28,0.27,0.69,0.04,0.02,0.06,3
1.6,4.75,0.0063,0.56,0.57,5.41,7.66,0.89,20.82,0.66,0.88,19.36,3.11,0.22,0.57,0.05,0,0.05,3
1.52,4.66,0.019,0.62,0.55,5.92,8.37,0.89,21.63,0.65,0.67,14.67,2.71,0.15,0.65,0.07,0.01,0.08,3
1.58,5.03,0.0244,0.59,0.57,6.68,9.44,0.9,24.42,0.71,0.75,28.31,3.76,0.24,0.63,0.06,0.04,0.1,3
1.72,5.17,0.006,0.6,0.65,6.31,8.92,0.92,27.5,0.75,0.84,21.81,3.3,0.23,0.72,0.04,0.03,0.06,3
1.63,4.94,0.0444,0.61,0.47,8.67,12.27,0.89,24.65,0.6,0.7,54.32,5.21,0.19,0.57,0.09,0.02,0.11,3
1.59,4.78,0.0416,0.58,0.51,7.61,10.76,0.89,23.81,0.65,0.7,41.44,4.55,0.22,0.58,0.1,0.02,0.12,3
1.53,4.65,0.0173,0.57,0.63,6.23,8.81,0.91,26.2,0.74,0.84,21.81,3.3,0.23,0.65,0.12,0.03,0.15,3
1.39,4.41,0.024,0.58,0.51,7.8,11.03,0.89,24.2,0.62,0.66,38.68,4.4,0.21,0.56,0.09,0.01,0.11,3
1.55,4.71,0,0.63,0.67,5.23,7.39,0.92,24.8,0.74,0.68,11.56,2.4,0.22,0.72,0.09,0.06,0.16,3
1.56,4.71,0.0341,0.59,0.58,9.85,13.94,0.92,32.45,0.79,0.88,53.93,5.19,0.18,0.76,0.1,0.02,0.12,3
1.46,4.51,0.0296,0.56,0.51,7.29,10.31,0.89,23.46,0.64,0.72,30.82,3.93,0.19,0.58,0.1,0.03,0.13,3
1.56,4.66,0.0648,0.54,0.42,7.54,10.67,0.87,21.08,0.57,0.67,40.89,4.52,0.18,0.52,0.07,0.01,0.09,3
1.48,4.54,0.0285,0.56,0.55,6.84,9.67,0.9,23.89,0.65,0.68,20.45,3.2,0.17,0.63,0.09,0.02,0.12,3
1.67,4.86,0.0751,0.58,0.51,6.54,9.25,0.88,21.63,0.66,0.65,18.23,3.02,0.15,0.63,0.13,0.01,0.14,3
1.52,4.75,0.0123,0.57,0.53,6.09,8.62,0.89,21.29,0.64,0.74,21.56,3.28,0.19,0.59,0.05,0.01,0.07,3
1.43,4.47,0.0174,0.55,0.53,6.75,9.54,0.89,22.97,0.64,0.68,21.79,3.3,0.18,0.62,0.09,0.02,0.11,3
1.5,4.67,0.0408,0.54,0.59,5.38,7.61,0.9,21.53,0.75,0.88,13.24,2.57,0.17,0.7,0.08,0,0.08,3
1.64,4.61,0.0309,0.57,0.61,6.32,8.94,0.91,25.1,0.78,0.86,26.69,3.65,0.25,0.73,0.07,0,0.07,3
1.42,4.08,0.1511,0.53,0.61,5.38,7.61,0.9,22.33,0.71,0.64,11.57,2.41,0.22,0.78,0.1,0.02,0.12,3
1.33,4.06,0.0071,0.5,0.59,5.29,7.48,0.9,21.43,0.76,0.71,19.18,3.1,0.34,0.76,0.13,0.01,0.14,3
1.5,4.76,0.0528,0.62,0.55,6.97,9.86,0.9,24.2,0.68,0.64,17.36,2.95,0.14,0.72,0.11,0.03,0.14,3
1.53,4.61,0.003,0.53,0.49,6.82,9.64,0.88,21.78,0.58,0.62,25.47,3.57,0.2,0.54,0.05,0,0.06,3
1.61,4.79,0.0129,0.59,0.57,5.35,7.56,0.89,20.7,0.6,0.61,11.65,2.41,0.18,0.55,0.07,0.02,0.09,3
1.48,4.63,0.0185,0.6,0.61,7.43,10.5,0.91,28.43,0.72,0.66,24.9,3.53,0.21,0.71,0.09,0.02,0.12,3
1.58,4.42,0.0077,0.57,0.62,5.28,7.47,0.9,22.55,0.74,0.8,16,2.83,0.24,0.66,0.1,0.02,0.12,3
1.52,4.32,0,0.53,0.71,4.77,6.75,0.92,25.79,0.88,0.82,7.36,1.92,0.19,0.87,0.1,0.02,0.12,3
1.52,4.7,0.0678,0.53,0.52,8.92,12.62,0.9,27.04,0.7,0.67,44.89,4.74,0.21,0.67,0.08,0.03,0.1,3
1.49,4.35,0.0325,0.58,0.46,5.96,8.43,0.87,18.94,0.56,0.54,20.13,3.17,0.19,0.53,0.06,0.02,0.07,3
1.49,4.68,0.0153,0.56,0.51,6.86,9.7,0.89,22.42,0.58,0.62,22.82,3.38,0.18,0.51,0.08,0.01,0.09,3
1.4,4.4,0.0436,0.55,0.48,8.33,11.78,0.89,24.24,0.65,0.62,40.62,4.51,0.2,0.63,0.08,0.04,0.13,3
1.59,4.67,0.0341,0.54,0.62,7.47,10.57,0.92,29.47,0.79,0.83,28.2,3.75,0.22,0.72,0.17,0.04,0.21,3
1.74,4.94,0.0188,0.6,0.49,5.9,8.34,0.87,19.46,0.58,0.71,21.43,3.27,0.17,0.55,0.08,0.01,0.09,3
1.48,4.49,0.0194,0.55,0.49,6.86,9.7,0.88,21.77,0.69,0.72,33.98,4.12,0.22,0.62,0.11,0.03,0.14,3
1.51,4.68,0.0329,0.56,0.6,5.45,7.71,0.9,22.16,0.72,0.89,22.32,3.34,0.27,0.62,0.09,0.02,0.11,3
1.69,5.01,0.0577,0.63,0.74,5.65,7.98,0.94,32.79,0.84,0.83,12.5,2.5,0.21,0.86,0.11,0.03,0.14,3
1.61,4.78,0.053,0.59,0.5,6.67,9.43,0.88,21.63,0.62,0.81,39.05,4.42,0.23,0.5,0.08,0.02,0.1,3
1.41,4.39,0.0281,0.57,0.55,6.56,9.27,0.89,23.24,0.65,0.66,20.45,3.2,0.19,0.61,0.09,0.02,0.12,3
1.65,4.89,0.0601,0.57,0.53,7.29,10.3,0.89,24.24,0.7,0.76,34.32,4.14,0.21,0.65,0.09,0.02,0.11,3
1.54,4.84,0.0445,0.59,0.5,8.7,12.31,0.89,25.58,0.64,0.72,42.45,4.61,0.16,0.59,0.09,0.03,0.12,3
1.67,5.24,0.0755,0.57,0.7,5.28,7.46,0.92,26.94,0.77,1,19,3.08,0.29,0.66,0.08,0,0.08,3
1.37,4.26,0.0115,0.57,0.68,4.64,6.57,0.92,23.45,0.75,0.69,6.23,1.77,0.17,0.76,0.08,0,0.08,3
1.46,4.54,0.0221,0.57,0.59,6.61,9.34,0.9,25.1,0.73,0.76,22.13,3.33,0.2,0.67,0.12,0.01,0.13,3
1.58,4.75,0.0365,0.57,0.43,8.11,11.48,0.87,22.09,0.56,0.59,41.18,4.54,0.17,0.54,0.06,0.01,0.08,3
1.48,4.46,0.2018,0.54,0.74,5.79,8.18,0.94,33.75,0.89,0.83,12.5,2.5,0.23,0.92,0.11,0.03,0.14,3
1.43,4.47,0.0791,0.55,0.53,8.3,11.73,0.9,26.12,0.7,0.76,41.07,4.53,0.2,0.64,0.12,0.02,0.14,3
1.7,5.17,0.016,0.61,0.66,6.82,9.64,0.92,30.32,0.78,0.88,24.5,3.5,0.22,0.73,0.11,0.04,0.15,3
1.48,4.43,0.1348,0.55,0.68,5.93,8.38,0.92,28.07,0.82,0.86,16.41,2.86,0.23,0.82,0.13,0.04,0.17,3
1.66,5.1,0.0338,0.59,0.54,8.7,12.3,0.9,27.46,0.7,0.76,35.63,4.22,0.15,0.67,0.07,0.02,0.09,3
1.47,4.42,0.0576,0.55,0.53,6.8,9.61,0.89,23.13,0.67,0.69,29.82,3.86,0.24,0.62,0.07,0.02,0.08,3
1.57,4.78,0,0.54,0.66,6,8.49,0.92,27.31,0.73,0.6,9,2.12,0.17,0.75,0.07,0.01,0.08,3
1.58,4.95,0.0229,0.61,0.5,7.81,11.05,0.89,24.17,0.62,0.65,29.35,3.83,0.15,0.63,0.09,0.02,0.11,3
1.49,4.6,0.0167,0.58,0.53,6.12,8.66,0.89,21.28,0.64,0.78,29.47,3.84,0.24,0.57,0.05,0.03,0.08,3
1.49,4.62,0,0.55,0.63,6.3,8.91,0.91,26.65,0.75,0.64,20.48,3.2,0.3,0.83,0.03,0.03,0.06,3
1.68,5.5,0.0781,0.72,0.69,5.76,8.14,0.92,28.57,0.77,0.7,11.13,2.36,0.16,0.86,0.08,0,0.08,3
1.48,4.42,0.0315,0.55,0.53,8.48,11.99,0.9,26.85,0.71,0.7,36.54,4.27,0.19,0.73,0.08,0.02,0.11,3
1.53,4.64,0.0705,0.54,0.48,7.18,10.15,0.88,21.93,0.61,0.61,27.36,3.7,0.18,0.57,0.08,0.03,0.11,3
1.34,4.09,0.0952,0.48,0.65,5.27,7.46,0.91,23.82,0.83,0.84,17.64,2.97,0.33,0.81,0.06,0.03,0.09,3
1.54,4.8,0.0093,0.61,0.73,5.64,7.98,0.93,31.67,0.83,0.86,15.43,2.78,0.25,0.8,0.08,0.04,0.12,3
1.47,4.52,0.0663,0.56,0.57,8.14,11.51,0.91,27.82,0.73,0.74,33.2,4.07,0.2,0.67,0.12,0.02,0.14,3
1.51,4.71,0,0.57,0.55,6.25,8.83,0.89,22.24,0.64,0.76,24.38,3.49,0.21,0.57,0.05,0.01,0.07,3
1.32,4.12,0.0625,0.49,0.68,6.04,8.54,0.92,28.46,0.82,0.88,19.36,3.11,0.28,0.77,0.09,0.03,0.12,3
1.41,4.34,0.1486,0.59,0.55,6.84,9.68,0.9,24.07,0.65,0.76,29.82,3.86,0.22,0.55,0.11,0.02,0.13,3
1.45,4.51,0.0856,0.55,0.51,6,8.49,0.88,20.31,0.63,0.58,14.53,2.7,0.16,0.61,0.1,0.03,0.13,3
1.44,4.46,0.0386,0.55,0.55,6.26,8.86,0.89,22.54,0.7,0.72,22.35,3.34,0.22,0.63,0.07,0.04,0.11,3
1.63,4.9,0.0396,0.56,0.63,6.65,9.4,0.91,27.26,0.82,0.97,33.03,4.06,0.27,0.73,0.12,0.01,0.13,3
1.33,4.15,0.0372,0.6,0.46,5.35,7.57,0.86,17.49,0.53,0.49,12.25,2.48,0.15,0.51,0.1,0.02,0.12,3
1.32,4.25,0.0163,0.52,0.48,6.12,8.65,0.87,19.87,0.63,0.67,30.67,3.92,0.28,0.59,0.06,0.01,0.07,3
1.49,4.69,0.0361,0.6,0.47,8,11.31,0.88,23.3,0.6,0.64,39.63,4.45,0.18,0.54,0.1,0.02,0.12,3
1.56,4.63,0.0195,0.61,0.58,6.27,8.86,0.9,23.8,0.65,0.75,18,3,0.17,0.6,0.11,0.01,0.12,3
1.5,4.74,0.0072,0.62,0.61,5.42,7.67,0.9,22.35,0.64,0.69,12.46,2.5,0.18,0.6,0.06,0.01,0.07,3
1.48,4.56,0.0477,0.57,0.42,8.44,11.94,0.87,22.46,0.55,0.64,57.4,5.36,0.2,0.48,0.06,0.02,0.07,3
1.67,4.92,0.0503,0.59,0.71,6.7,9.47,0.93,34.24,0.82,0.79,20.48,3.2,0.25,0.84,0.11,0.07,0.17,3
1.47,4.25,0.0698,0.52,0.6,6.68,9.44,0.91,25.75,0.78,0.67,20.89,3.23,0.24,0.89,0.13,0.02,0.15,3
1.65,4.97,0.0707,0.63,0.65,6.5,9.19,0.92,27.99,0.72,0.69,16.46,2.87,0.19,0.67,0.12,0.03,0.15,3
1.57,4.72,0,0.58,0.66,6.15,8.69,0.92,27.59,0.79,0.75,15.75,2.81,0.21,0.79,0.1,0.01,0.11,3
1.5,4.4,0.0351,0.6,0.59,5.76,8.15,0.9,22.8,0.7,0.78,21.78,3.3,0.25,0.63,0.06,0,0.06,3
1.65,4.9,0.0221,0.6,0.66,6.6,9.33,0.92,28.99,0.75,0.64,11.57,2.41,0.15,0.82,0.1,0.01,0.11,3
1.46,4.56,0.0044,0.5,0.56,6.4,9.04,0.9,23.37,0.74,0.82,32.65,4.04,0.31,0.66,0.05,0.02,0.07,3
1.51,4.6,0.0757,0.57,0.53,7.1,10.04,0.89,23.58,0.61,0.65,22.23,3.33,0.17,0.59,0.1,0.03,0.14,3
1.6,4.87,0.0171,0.63,0.5,6.53,9.23,0.88,21.36,0.59,0.63,20.08,3.17,0.15,0.54,0.11,0.04,0.15,3
1.59,4.87,0.1073,0.55,0.6,7.24,10.24,0.91,27.34,0.74,0.8,28.8,3.79,0.22,0.69,0.08,0.03,0.11,3
1.61,4.89,0.0319,0.59,0.5,8.85,12.51,0.89,25.85,0.67,0.67,43.56,4.67,0.17,0.64,0.08,0.01,0.09,3
1.6,4.93,0.0441,0.58,0.48,7.77,10.99,0.88,23.17,0.63,0.71,38.37,4.38,0.18,0.61,0.07,0.01,0.08,3
1.41,4.57,0.0568,0.58,0.48,7.34,10.38,0.88,22.38,0.57,0.58,31.84,3.99,0.2,0.59,0.07,0.02,0.09,3
1.54,4.7,0.0833,0.62,0.69,5.64,7.98,0.92,28.18,0.78,0.96,23.04,3.39,0.29,0.67,0.05,0.07,0.12,3
1.43,4.36,0.029,0.53,0.64,6.84,9.67,0.92,29,0.79,0.9,23.31,3.41,0.22,0.75,0.13,0.03,0.16,3
1.58,4.74,0.053,0.56,0.45,7.64,10.81,0.87,21.95,0.61,0.58,36.75,4.29,0.2,0.61,0.07,0.02,0.09,3
1.46,4.45,0.0068,0.55,0.55,7.13,10.08,0.9,24.7,0.65,0.75,35.06,4.19,0.26,0.55,0.07,0.04,0.11,3
1.61,5.02,0.1053,0.61,0.71,5.75,8.13,0.93,30.13,0.81,0.84,13.47,2.6,0.2,0.76,0.1,0.03,0.12,3
1.41,4.53,0.0133,0.53,0.77,4.85,6.86,0.94,32.07,0.9,0.85,9.31,2.16,0.26,0.96,0.07,0.02,0.1,3
1.63,5,0.0763,0.69,0.67,5.66,8,0.92,26.93,0.76,0.74,10.32,2.27,0.14,0.78,0.06,0,0.06,3
1.57,4.71,0.153,0.57,0.59,7.3,10.32,0.91,27.22,0.74,0.8,31.04,3.94,0.23,0.68,0.06,0.03,0.09,3
1.56,4.74,0.009,0.55,0.52,7,9.9,0.89,22.93,0.63,0.75,32.81,4.05,0.22,0.55,0.07,0.02,0.09,3
1.7,5.11,0.0498,0.61,0.57,6.65,9.41,0.9,24.5,0.69,0.73,24.2,3.48,0.2,0.6,0.11,0.04,0.15,3
1.44,4.48,0.0247,0.56,0.46,7.56,10.69,0.88,22.22,0.62,0.63,40.55,4.5,0.21,0.61,0.09,0.02,0.11,3
1.48,4.4,0.0088,0.55,0.49,6.9,9.76,0.88,21.83,0.59,0.59,21.73,3.3,0.17,0.55,0.07,0.04,0.11,3
1.46,4.45,0.0183,0.57,0.58,8.58,12.14,0.91,29.49,0.73,0.6,20.28,3.18,0.14,0.77,0.09,0.01,0.1,3
1.63,4.87,0,0.64,0.67,4.57,6.46,0.91,22.5,0.68,0.72,9.39,2.17,0.22,0.68,0.1,0.03,0.14,3
1.61,4.99,0.0179,0.57,0.49,7.85,11.1,0.89,23.69,0.58,0.74,48.01,4.9,0.22,0.45,0.1,0.01,0.12,3
1.45,4.47,0.0314,0.57,0.67,6.82,9.64,0.92,30.7,0.79,0.81,20.16,3.18,0.21,0.77,0.09,0.03,0.12,3
1.48,4.46,0.0353,0.54,0.48,6.92,9.78,0.88,21.4,0.61,0.61,25.09,3.54,0.18,0.61,0.05,0.01,0.07,3
1.47,4.65,0.0452,0.58,0.48,7.37,10.42,0.88,22.58,0.58,0.53,26.81,3.66,0.19,0.57,0.07,0.01,0.09,3
1.48,4.51,0.033,0.54,0.54,6.68,9.44,0.89,22.98,0.64,0.68,23.12,3.4,0.2,0.59,0.05,0.02,0.07,3
1.6,4.9,0.0318,0.57,0.58,6.39,9.04,0.9,24.2,0.71,0.68,21.79,3.3,0.23,0.68,0.09,0.01,0.1,3
1.57,4.74,0.058,0.56,0.57,6.12,8.66,0.9,22.96,0.73,0.74,20.63,3.21,0.22,0.71,0.09,0.01,0.1,3
1.37,4.14,0.0305,0.6,0.53,7.18,10.16,0.89,24.05,0.64,0.68,31.12,3.94,0.21,0.61,0.09,0.02,0.11,3
1.54,4.8,0.0204,0.54,0.55,6.96,9.85,0.9,24.1,0.67,0.68,28.45,3.77,0.24,0.6,0.09,0.02,0.1,3
1.6,4.94,0.0248,0.61,0.65,5.21,7.37,0.91,23.56,0.78,0.65,11.12,2.36,0.22,0.88,0.13,0,0.13,3
1.57,4.6,0.0565,0.58,0.67,6.65,9.4,0.92,30.27,0.77,0.7,18.27,3.02,0.23,0.79,0.09,0.02,0.11,3
1.49,4.54,0.0973,0.55,0.57,8.13,11.5,0.91,27.64,0.74,0.76,27.94,3.74,0.16,0.72,0.09,0.04,0.13,3
1.32,4.14,0.0909,0.53,0.58,4.49,6.35,0.89,18.42,0.71,0.79,11.84,2.43,0.24,0.66,0.1,0,0.1,3
1.35,4.18,0.0288,0.5,0.61,4.66,6.59,0.9,19.99,0.76,0.88,12.25,2.47,0.24,0.66,0.09,0.03,0.12,3
1.54,4.76,0.0409,0.6,0.45,7.6,10.75,0.87,21.96,0.55,0.56,30.87,3.93,0.16,0.55,0.08,0.01,0.09,3
1.46,4.66,0.069,0.55,0.63,5.65,7.99,0.91,24.04,0.79,0.85,18.62,3.05,0.25,0.73,0.12,0.03,0.16,3
1.4,4.43,0.0143,0.55,0.48,7.42,10.5,0.88,22.5,0.59,0.54,28.17,3.75,0.2,0.6,0.06,0.02,0.08,3
1.47,4.52,0.0609,0.58,0.55,7.46,10.55,0.9,25.3,0.7,0.68,32.01,4,0.22,0.65,0.1,0.04,0.14,3
1.52,4.79,0.0386,0.63,0.56,7.67,10.85,0.9,26.24,0.64,0.62,22.34,3.34,0.15,0.62,0.08,0.03,0.11,3
1.55,4.63,0.0389,0.6,0.52,7.39,10.45,0.89,23.91,0.62,0.68,30.68,3.92,0.19,0.62,0.09,0.02,0.11,3
1.59,4.81,0.0071,0.6,0.64,5.58,7.9,0.91,24.38,0.81,0.96,21.04,3.24,0.24,0.78,0.09,0.03,0.12,3
1.65,4.87,0.0282,0.54,0.45,6.64,9.4,0.87,19.98,0.57,0.59,25.33,3.56,0.18,0.53,0.07,0.02,0.1,3
1.65,5.01,0,0.54,0.66,4.78,6.77,0.91,22.83,0.8,0.85,9.31,2.16,0.2,0.79,0.12,0.02,0.14,3
1.51,4.69,0.0079,0.58,0.52,6.23,8.81,0.89,21.44,0.62,0.69,22.69,3.37,0.2,0.57,0.07,0.02,0.09,3
1.34,4.13,0.0122,0.52,0.45,6.69,9.47,0.87,20.32,0.63,0.64,35.64,4.22,0.25,0.61,0.06,0.02,0.08,3
1.6,4.8,0.0372,0.59,0.62,6.36,8.99,0.91,26.11,0.79,0.86,27.68,3.72,0.26,0.76,0.07,0.01,0.07,3
1.6,5.01,0.0769,0.56,0.71,5.07,7.16,0.93,27.33,0.79,0.76,9.94,2.23,0.23,0.79,0,0.04,0.04,3
1.3,4.38,0.0546,0.52,0.57,5.74,8.12,0.89,21.76,0.61,0.84,21.81,3.3,0.25,0.47,0.08,0.01,0.09,3
1.51,4.46,0.0313,0.56,0.55,7.44,10.52,0.9,25.18,0.71,0.62,27.27,3.69,0.21,0.73,0.11,0.02,0.14,3
1.71,5.16,0.0509,0.58,0.55,6.81,9.64,0.9,23.93,0.7,0.79,32.33,4.02,0.23,0.64,0.07,0.02,0.09,3
