W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen, numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
92,10,12,11,10,1,1,3,14,9.2,9.2,8.3636,1.1,1.2,1.1,0.0909,0.1,1,0.1,0.3,0.2727,1.4,1.2727,3.2,1.3,1,1.63,1.23,1,1.59,4.86,0.0588,0.6,0.72,4.87,6.88,0.93,26.74,0.84,0.92,11.08,2.35,0.22,0.83,0.05,0.02,0.07,2
123,8,19,14,8,6,4,2,14,15.375,15.375,8.7857,1.75,2.375,1.75,0.4286,0.75,1,0.5,0.25,0.1429,1.75,1,5.25,2.25,1.25,2.26,1.28,1,1.56,4.76,0.045,0.65,0.66,5.16,7.3,0.91,24.08,0.72,0.79,15.04,2.74,0.24,0.68,0.04,0.05,0.09,2
126,10,18,12,10,3,2,6,11,12.6,12.6,10.5,1.2,1.8,1.2,0.25,0.3,1,0.2,0.6,0.5,1.1,0.9167,3.6,1.7,1.2,2.17,1.71,1,1.59,4.68,0.0174,0.62,0.7,5.62,7.95,0.93,29.03,0.81,0.95,20.05,3.17,0.27,0.72,0.08,0.01,0.09,2
149,14,21,22,14,7,5,2,25,10.6429,10.6429,6.7727,1.5714,1.5,1.5714,0.3182,0.5,1,0.3571,0.1429,0.0909,1.7857,1.1364,4.46,1.77,1.69,1.79,1.26,1,1.63,4.81,0.1194,0.67,0.64,5.52,7.81,0.91,24.14,0.66,0.61,11.65,2.41,0.19,0.67,0.11,0.03,0.14,2
244,24,39,33,25,7,6,4,33,10.1667,9.76,7.3939,1.375,1.56,1.32,0.2121,0.28,1.0417,0.24,0.16,0.1212,1.32,1,3.44,1.4,0.8,1.73,1.54,1,1.49,4.73,0.0326,0.6,0.55,6.09,8.61,0.89,21.94,0.65,0.61,16.57,2.88,0.18,0.65,0.1,0.01,0.11,2
150,13,24,19,13,5,5,3,15,11.5385,11.5385,7.8947,1.4615,1.8462,1.4615,0.2632,0.3846,1,0.3846,0.2308,0.1579,1.1538,0.7895,3.62,1.62,1,1.96,1.62,1,1.41,4.42,0.1268,0.59,0.67,5.87,8.3,0.92,27.39,0.74,0.83,15.7,2.8,0.21,0.69,0.1,0.02,0.12,2
79,8,11,9,8,1,1,5,8,9.875,9.875,8.7778,1.125,1.375,1.125,0.1111,0.125,1,0.125,0.625,0.5556,1,0.8889,3.38,1.63,0.5,1.74,1.23,1,1.55,4.58,0,0.66,0.75,4.69,6.64,0.93,28.4,0.83,0.79,8.64,2.08,0.21,0.89,0.06,0,0.06,2
185,14,23,21,15,6,5,3,18,13.2143,12.3333,8.8095,1.5,1.5333,1.4,0.2857,0.4,1.0714,0.3333,0.2,0.1429,1.2,0.8571,3.69,1.63,0.75,1.88,1.73,1,1.58,4.57,0.0242,0.57,0.66,6.34,8.97,0.92,28.43,0.74,0.79,17.29,2.94,0.21,0.69,0.09,0.05,0.13,2
136,13,20,17,13,5,5,7,13,10.4615,10.4615,8,1.3077,1.5385,1.3077,0.2941,0.3846,1,0.3846,0.5385,0.4118,1,0.7647,3.08,1.77,0.54,1.77,1.61,1,1.34,4.32,0.0385,0.54,0.65,5.34,7.55,0.91,24.08,0.78,0.82,14.73,2.71,0.25,0.68,0.14,0.04,0.18,2
61,4,8,6,4,1,1,4,6,15.25,15.25,10.1667,1.5,2,1.5,0.1667,0.25,1,0.25,1,0.6667,1.5,1,3.5,1.75,1.25,2.43,1.86,1,1.67,4.84,0,0.59,0.74,4.07,5.76,0.93,24.13,0.86,0.89,7.11,1.89,0.22,0.85,0,0.03,0.03,2
128,12,22,19,13,5,4,2,14,10.6667,9.8462,6.7368,1.5833,1.6923,1.4615,0.2632,0.3846,1.0833,0.3077,0.1538,0.1053,1.0769,0.7368,3.17,1.58,1,1.82,1.74,1,1.59,4.87,0,0.59,0.72,5.83,8.24,0.93,31.73,0.81,0.79,17.29,2.94,0.29,0.78,0.1,0,0.1,2
112,10,17,14,10,2,2,3,12,11.2,11.2,8,1.4,1.7,1.4,0.1429,0.2,1,0.2,0.3,0.2143,1.2,0.8571,3.7,1.6,0.9,2.16,1.75,1,1.47,4.48,0.0571,0.58,0.7,5.32,7.52,0.92,27.33,0.76,0.73,11.64,2.41,0.24,0.79,0.07,0,0.07,2
104,10,15,13,10,3,3,4,12,10.4,10.4,8,1.3,1.5,1.3,0.2308,0.3,1,0.3,0.4,0.3077,1.2,0.9231,3.5,1.7,0.5,2.09,1.35,1,1.47,4.67,0.0538,0.58,0.75,5.49,7.77,0.94,33.56,0.84,0.89,14.22,2.67,0.26,0.81,0.15,0.02,0.16,2
274,26,37,29,26,3,3,2,29,10.5385,10.5385,9.4483,1.1154,1.4231,1.1154,0.1034,0.1154,1,0.1154,0.0769,0.069,1.1154,1,3.73,1.31,1.31,1.88,1.47,1,1.42,4.36,0.0119,0.58,0.52,6.15,8.7,0.88,21.13,0.66,0.68,17.79,2.98,0.16,0.63,0.07,0.01,0.08,2
118,11,17,13,11,2,2,1,15,10.7273,10.7273,9.0769,1.1818,1.5455,1.1818,0.1538,0.1818,1,0.1818,0.0909,0.0769,1.3636,1.1538,3.8,1.3,1.8,1.82,1.77,1,1.62,4.64,0.0093,0.56,0.69,5.27,7.46,0.92,26.27,0.82,0.79,8.64,2.08,0.17,0.86,0.11,0.02,0.12,2
150,12,23,20,11,9,7,2,17,12.5,13.6364,7.5,1.6667,2.0909,1.8182,0.45,0.8182,0.9167,0.6364,0.1818,0.1,1.5455,0.85,3.92,1.77,1.08,1.59,1.61,1.07,1.42,4.19,0,0.51,0.65,5.6,7.92,0.91,25.01,0.82,0.8,16,2.83,0.26,0.84,0.06,0.04,0.1,2
168,11,23,20,11,7,5,3,20,15.2727,15.2727,8.4,1.8182,2.0909,1.8182,0.35,0.6364,1,0.4545,0.2727,0.15,1.8182,1,4.91,1.91,1.27,2.06,1.52,1.07,1.4,4.51,0,0.57,0.62,5.79,8.19,0.91,24.24,0.75,0.86,16.41,2.86,0.19,0.69,0.05,0.01,0.06,2
112,11,22,17,10,6,4,1,9,10.1818,11.2,6.5882,1.5455,2.2,1.7,0.3529,0.6,0.9091,0.4,0.1,0.0588,0.9,0.5294,3.91,1.91,0.45,1.65,1.67,1,1.35,4.25,0.0388,0.59,0.74,5.65,7.98,0.94,32.79,0.84,0.8,16,2.83,0.29,0.85,0.1,0.04,0.14,2
168,15,26,22,15,7,6,2,21,11.2,11.2,7.6364,1.4667,1.7333,1.4667,0.3182,0.4667,1,0.4,0.1333,0.0909,1.4,0.9545,3.67,1.53,1.33,1.95,1.43,1,1.5,4.74,0.0701,0.57,0.56,5.13,7.25,0.89,19.64,0.64,0.7,13.37,2.59,0.2,0.57,0.09,0.02,0.11,2
144,11,24,17,11,4,4,4,12,13.0909,13.0909,8.4706,1.5455,2.1818,1.5455,0.2353,0.3636,1,0.3636,0.3636,0.2353,1.0909,0.7059,4.91,2.18,1.45,1.87,1.54,1,1.41,4.54,0.036,0.59,0.68,5.87,8.3,0.92,28.38,0.78,0.88,20.35,3.19,0.26,0.74,0.06,0.02,0.08,2
132,13,18,16,13,2,2,3,13,10.1538,10.1538,8.25,1.2308,1.3846,1.2308,0.125,0.1538,1,0.1538,0.2308,0.1875,1,0.8125,4.17,1.75,1.58,1.68,1.43,1,1.56,4.89,0.0574,0.57,0.67,5.52,7.8,0.92,26.09,0.79,0.87,17.39,2.95,0.26,0.72,0.06,0.03,0.09,2
113,10,14,13,9,2,2,2,10,11.3,12.5556,8.6923,1.3,1.5556,1.4444,0.1538,0.2222,0.9,0.2222,0.2222,0.1538,1.1111,0.7692,3.73,1.45,1.45,1.78,1.75,1,1.47,4.39,0.1845,0.55,0.75,5.67,8.02,0.94,33.65,0.86,0.75,9,2.12,0.19,0.86,0.08,0.08,0.16,2
161,17,28,22,17,5,4,4,17,9.4706,9.4706,7.3182,1.2941,1.6471,1.2941,0.2273,0.2941,1,0.2353,0.2353,0.1818,1,0.7727,2.65,1.47,0.59,1.91,1.68,1,1.46,4.25,0.0137,0.6,0.61,5.54,7.83,0.9,23.06,0.7,0.62,12.5,2.5,0.21,0.72,0.07,0.02,0.09,2
171,15,23,21,15,4,4,3,18,11.4,11.4,8.1429,1.4,1.5333,1.4,0.1905,0.2667,1,0.2667,0.2,0.1429,1.2,0.8571,4.07,1.43,1,2.05,1.4,1,1.5,4.69,0,0.59,0.66,6.11,8.64,0.92,27.34,0.72,0.72,12.96,2.55,0.18,0.72,0.12,0.05,0.17,2
97,9,13,12,9,3,3,1,10,10.7778,10.7778,8.0833,1.3333,1.4444,1.3333,0.25,0.3333,1,0.3333,0.1111,0.0833,1.1111,0.8333,4.33,1.33,1.67,1.46,1.58,1,1.67,4.9,0.1183,0.66,0.74,5.19,7.34,0.93,30.1,0.75,0.93,13.07,2.56,0.22,0.67,0.06,0.02,0.08,2
42,2,6,4,2,2,2,1,7,21,21,10.5,2,3,2,0.5,1,1,1,0.5,0.25,3.5,1.75,7,2.5,3.5,2.14,1.4,1,1.69,5.08,0.0256,0.62,0.86,3.93,5.55,0.96,39.36,1,1,5,1.58,0.19,1,0.12,0,0.12,2
317,31,49,44,33,9,9,6,35,10.2258,9.6061,7.2045,1.4194,1.4848,1.3333,0.2045,0.2727,1.0645,0.2727,0.1818,0.1364,1.0606,0.7955,3.61,1.52,0.74,1.71,1.55,1,1.41,4.36,0.0407,0.54,0.51,6.57,9.29,0.88,21.86,0.59,0.69,22.69,3.37,0.19,0.49,0.1,0.03,0.13,2
121,10,19,15,10,4,1,1,14,12.1,12.1,8.0667,1.5,1.9,1.5,0.2667,0.4,1,0.1,0.1,0.0667,1.4,0.9333,4.7,2,1.3,1.79,1.6,1.08,1.42,4.39,0.045,0.59,0.71,5.55,7.84,0.93,29.04,0.75,0.95,18.05,3,0.26,0.65,0.04,0.03,0.07,2
258,26,37,30,26,4,4,4,21,9.9231,9.9231,8.6,1.1538,1.4231,1.1538,0.1333,0.1538,1,0.1538,0.1538,0.1333,0.8077,0.7,3.56,1.2,1.4,1.71,1.77,1,1.52,4.49,0.0216,0.57,0.59,6.69,9.46,0.9,25.31,0.71,0.7,21.84,3.3,0.21,0.71,0.04,0.02,0.06,2
150,14,26,21,14,4,4,3,14,10.7143,10.7143,7.1429,1.5,1.8571,1.5,0.1905,0.2857,1,0.2857,0.2143,0.1429,1,0.6667,3.86,1.71,1.29,1.65,1.58,1,1.47,4.32,0.0647,0.59,0.64,5.64,7.98,0.91,24.94,0.76,0.68,14.23,2.67,0.23,0.77,0.12,0.02,0.14,2
134,9,17,15,9,3,3,3,16,14.8889,14.8889,8.9333,1.6667,1.8889,1.6667,0.2,0.3333,1,0.3333,0.3333,0.2,1.7778,1.0667,4.44,1.78,2,2.02,1.44,1,1.5,4.53,0.0236,0.51,0.61,5.06,7.15,0.9,21.24,0.82,0.83,12.5,2.5,0.21,0.8,0.11,0,0.11,2
37,4,5,4,4,0,0,1,3,9.25,9.25,9.25,1,1.25,1,0,0,1,0,0.25,0.25,0.75,0.75,3,1.25,0.75,1.75,2,1,1.49,4.16,0,0.57,0.84,3.6,5.1,0.95,32,0.81,1,6,1.73,0.29,0.73,0,0,0,2
311,29,39,35,29,6,5,5,35,10.7241,10.7241,8.8857,1.2069,1.3448,1.2069,0.1714,0.2069,1,0.1724,0.1724,0.1429,1.2069,1,3.9,1.66,1.07,1.79,1.54,1,1.41,4.32,0.0179,0.56,0.57,7.11,10.06,0.9,25.41,0.71,0.76,27.94,3.74,0.21,0.68,0.11,0.01,0.13,2
83,8,8,7,7,0,0,3,11,10.375,11.8571,11.8571,0.875,1.1429,1,0,0,0.875,0,0.4286,0.4286,1.5714,1.5714,2.75,1.25,1.25,2.27,1.5,1,1.62,4.85,0.2027,0.53,0.81,5.2,7.35,0.95,39.6,0.93,0.91,9.09,2.13,0.23,0.93,0.09,0,0.09,2
132,11,17,16,12,4,3,5,11,12,11,8.25,1.4545,1.4167,1.3333,0.25,0.3333,1.0909,0.25,0.4167,0.3125,0.9167,0.6875,4.7,1.8,1.6,2.04,1.39,1,1.48,4.51,0,0.57,0.66,5.44,7.69,0.92,25.46,0.75,0.73,11.64,2.41,0.21,0.72,0.08,0.06,0.14,2
109,10,14,13,10,2,2,5,10,10.9,10.9,8.3846,1.3,1.4,1.3,0.1538,0.2,1,0.2,0.5,0.3846,1,0.7692,3.2,1.7,0.7,2.06,1.35,1,1.62,5.05,0.0286,0.59,0.72,5.37,7.59,0.93,29.41,0.85,0.83,12.5,2.5,0.23,0.84,0.14,0.02,0.15,2
147,12,23,18,13,3,2,4,13,12.25,11.3077,8.1667,1.5,1.7692,1.3846,0.1667,0.2308,1.0833,0.1538,0.3077,0.2222,1,0.7222,3.92,1.58,1.17,2.04,1.47,1,1.34,4.07,0,0.56,0.65,5.62,7.95,0.91,25.33,0.77,0.89,22.32,3.34,0.3,0.67,0.07,0.01,0.08,2
252,19,38,34,20,13,11,8,23,13.2632,12.6,7.4118,1.7895,1.9,1.7,0.3824,0.65,1.0526,0.55,0.4,0.2353,1.15,0.6765,4.84,2.16,1,1.73,1.59,1,1.4,4.32,0.0219,0.54,0.54,6.08,8.6,0.89,21.57,0.66,0.67,24,3.46,0.26,0.62,0.05,0.01,0.07,2
93,7,11,10,7,3,2,2,13,13.2857,13.2857,9.3,1.4286,1.5714,1.4286,0.3,0.4286,1,0.2857,0.2857,0.2,1.8571,1.3,4.29,1.57,2.14,2.07,1.36,1,1.63,4.74,0.0568,0.53,0.65,4.52,6.4,0.91,21.06,0.76,0.77,7.69,1.96,0.2,0.76,0.1,0,0.1,2
112,10,14,11,10,0,0,6,10,11.2,11.2,10.1818,1.1,1.4,1.1,0,0,1,0,0.6,0.5455,1,0.9091,3.1,1.4,1.3,2.06,1.79,1,1.48,4.64,0.0094,0.64,0.7,5.3,7.49,0.93,27.51,0.78,0.77,13.14,2.56,0.23,0.79,0.08,0.01,0.1,2
172,13,26,17,13,2,2,4,15,13.2308,13.2308,10.1176,1.3077,2,1.3077,0.1176,0.1538,1,0.1538,0.3077,0.2353,1.1538,0.8824,5.27,2,2,1.78,1.68,1,1.43,4.49,0.0127,0.57,0.64,6.04,8.54,0.91,26.17,0.73,0.7,14.7,2.71,0.21,0.7,0.07,0.01,0.08,2
341,30,54,46,31,14,11,7,39,11.3667,11,7.413,1.5333,1.7419,1.4839,0.3043,0.4516,1.0333,0.3548,0.2258,0.1522,1.2581,0.8478,3.74,1.81,0.71,2.01,1.45,1,1.54,4.58,0.0752,0.59,0.51,6.68,9.45,0.88,21.89,0.61,0.67,26.22,3.62,0.19,0.6,0.08,0.01,0.09,2
160,14,22,17,15,4,4,4,14,11.4286,10.6667,9.4118,1.2143,1.4667,1.1333,0.2353,0.2667,1.0714,0.2667,0.2667,0.2353,0.9333,0.8235,3.79,1.36,1.07,1.81,1.47,1,1.45,4.73,0.0282,0.61,0.76,6.76,9.57,0.94,40.04,0.85,0.81,20.16,3.18,0.26,0.85,0.1,0.05,0.15,2
120,7,16,14,8,3,3,2,10,17.1429,15,8.5714,2,2,1.75,0.2143,0.375,1.1429,0.375,0.25,0.1429,1.25,0.7143,5.67,2.33,1.33,2.12,1.64,1,1.47,4.58,0.0642,0.56,0.6,4.81,6.81,0.9,20.12,0.68,0.84,13.47,2.6,0.22,0.63,0.07,0.01,0.08,2
310,30,49,44,31,11,8,2,39,10.3333,10,7.0455,1.4667,1.5806,1.4194,0.25,0.3548,1.0333,0.2581,0.0645,0.0455,1.2581,0.8864,3.77,1.6,1.13,1.73,1.6,1,1.37,4.35,0.0241,0.54,0.53,6.6,9.34,0.89,22.35,0.63,0.73,30.02,3.87,0.24,0.6,0.07,0.03,0.1,2
163,12,17,15,12,4,3,5,17,13.5833,13.5833,10.8667,1.25,1.4167,1.25,0.2667,0.3333,1,0.25,0.4167,0.3333,1.4167,1.1333,5.08,2,2.25,2.08,1.04,1,1.52,4.7,0,0.56,0.41,3.71,5.25,0.83,12.67,0.54,0.5,6,1.73,0.13,0.54,0.04,0,0.04,2
182,13,23,19,13,5,3,10,19,14,14,9.5789,1.4615,1.7692,1.4615,0.2632,0.3846,1,0.2308,0.7692,0.5263,1.4615,1,4.92,2.31,1.62,2.05,1.37,1,1.42,4.4,0.0058,0.55,0.62,5.93,8.38,0.91,24.45,0.75,0.67,16,2.83,0.24,0.8,0.06,0,0.06,2
127,11,15,12,11,1,1,3,15,11.5455,11.5455,10.5833,1.0909,1.3636,1.0909,0.0833,0.0909,1,0.0909,0.2727,0.25,1.3636,1.25,3.18,1.18,1.45,1.86,2,1,1.65,4.95,0,0.59,0.72,5.79,8.19,0.93,31.35,0.8,0.81,13.76,2.62,0.22,0.8,0.12,0.01,0.13,2
136,11,16,14,12,2,2,1,20,12.3636,11.3333,9.7143,1.2727,1.3333,1.1667,0.1429,0.1667,1.0909,0.1667,0.0833,0.0714,1.6667,1.4286,4.27,1.45,1.91,1.98,1.69,1,1.49,4.58,0.0417,0.52,0.68,5.58,7.89,0.92,26.82,0.82,0.83,12.5,2.5,0.21,0.8,0.07,0.03,0.1,2
104,12,12,12,11,1,1,2,10,8.6667,9.4545,8.6667,1,1.0909,1.0909,0.0833,0.0909,0.9167,0.0909,0.1818,0.1667,0.9091,0.8333,2.83,1.25,1,1.85,1.13,1,1.57,4.86,0,0.64,0.64,4.65,6.57,0.91,21.31,0.78,0.8,9.6,2.19,0.18,0.77,0.06,0,0.06,2
131,11,21,19,11,8,4,3,11,11.9091,11.9091,6.8947,1.7273,1.9091,1.7273,0.4211,0.7273,1,0.3636,0.2727,0.1579,1,0.5789,4.55,2,1.27,1.62,1.41,1,1.67,5.08,0,0.55,0.66,5.35,7.57,0.91,24.84,0.75,0.77,15.38,2.77,0.27,0.7,0.1,0.03,0.12,2
145,15,24,20,16,3,3,2,17,9.6667,9.0625,7.25,1.3333,1.5,1.25,0.15,0.1875,1.0667,0.1875,0.125,0.1,1.0625,0.85,3.33,1.47,1,1.82,1.55,1,1.49,4.31,0.0373,0.58,0.63,5.47,7.73,0.91,23.59,0.76,0.77,17.63,2.97,0.26,0.71,0.1,0.01,0.11,2
100,10,16,14,10,4,4,4,11,10,10,7.1429,1.4,1.6,1.4,0.2857,0.4,1,0.4,0.4,0.2857,1.1,0.7857,3.4,1.8,0.6,1.68,1.61,1,1.4,4.62,0.0532,0.58,0.73,5.29,7.48,0.93,29.55,0.74,0.84,13.47,2.6,0.26,0.63,0.1,0.02,0.11,2
119,9,19,13,9,4,4,1,9,13.2222,13.2222,9.1538,1.4444,2.1111,1.4444,0.3077,0.4444,1,0.4444,0.1111,0.0769,1,0.6923,4.33,2,1.11,2,1.61,1,1.56,4.59,0,0.61,0.64,4.95,7,0.91,22.1,0.65,0.81,13.76,2.62,0.23,0.55,0.04,0.01,0.05,2
145,13,19,19,13,5,5,3,20,11.1538,11.1538,7.6316,1.4615,1.4615,1.4615,0.2632,0.3846,1,0.3846,0.2308,0.1579,1.5385,1.0526,3.85,1.62,1.08,1.86,1.24,1,1.5,4.49,0.0153,0.56,0.65,5.62,7.95,0.91,25.33,0.78,0.48,4.76,1.54,0.12,0.85,0.19,0.06,0.25,2
174,18,24,20,18,2,2,5,20,9.6667,9.6667,8.7,1.1111,1.3333,1.1111,0.1,0.1111,1,0.1111,0.2778,0.25,1.1111,1,3.53,1.59,1.12,1.97,1.22,1,1.48,4.6,0.0503,0.6,0.65,6.13,8.67,0.92,27.28,0.78,0.59,9.48,2.18,0.15,0.83,0.13,0.01,0.14,2
150,16,22,19,16,3,3,2,10,9.375,9.375,7.8947,1.1875,1.375,1.1875,0.1579,0.1875,1,0.1875,0.125,0.1053,0.625,0.5263,3.25,1.5,1,1.83,1.71,1,1.46,4.45,0.0072,0.52,0.64,5.54,7.84,0.91,24.43,0.71,0.72,12.96,2.55,0.23,0.71,0.06,0.03,0.09,2
144,13,30,21,13,8,7,1,22,11.0769,11.0769,6.8571,1.6154,2.3077,1.6154,0.381,0.6154,1,0.5385,0.0769,0.0476,1.6923,1.0476,4.42,2.08,0.67,1.92,1.6,1,1.48,4.72,0.0227,0.63,0.65,5.54,7.83,0.91,25.15,0.74,0.82,18.89,3.07,0.25,0.69,0.09,0.05,0.14,2
140,15,18,17,15,2,3,5,15,9.3333,9.3333,8.2353,1.1333,1.2,1.1333,0.1176,0.1333,1,0.2,0.3333,0.2941,1,0.8824,2.87,1.27,0.8,1.86,1.53,1,1.3,3.92,0.0303,0.56,0.61,5.14,7.27,0.9,21.76,0.77,0.62,8.05,2.01,0.16,0.79,0.11,0.01,0.13,2
178,12,24,17,12,4,4,4,19,14.8333,14.8333,10.4706,1.4167,2,1.4167,0.2353,0.3333,1,0.3333,0.3333,0.2353,1.5833,1.1176,5.82,2.09,2.09,1.63,1.74,1,1.49,4.51,0,0.57,0.62,5.92,8.38,0.91,24.68,0.71,0.79,17.29,2.94,0.21,0.67,0.05,0.02,0.07,2
182,18,29,22,19,1,1,5,15,10.1111,9.5789,8.2727,1.2222,1.5263,1.1579,0.0455,0.0526,1.0556,0.0526,0.2632,0.2273,0.7895,0.6818,3.67,1.83,1,1.44,1.42,1,1.35,4.27,0,0.51,0.6,5.76,8.14,0.9,22.97,0.71,0.62,12.5,2.5,0.21,0.7,0.11,0.05,0.16,2
154,13,25,17,15,2,3,3,15,11.8462,10.2667,9.0588,1.3077,1.6667,1.1333,0.1176,0.1333,1.1538,0.2,0.2,0.1765,1,0.8824,3.36,1.64,1,1.77,1.65,1,1.43,4.39,0.0588,0.58,0.7,6.19,8.75,0.93,30.74,0.77,0.78,14.09,2.65,0.2,0.76,0.12,0.03,0.15,2
247,23,35,27,23,3,3,6,21,10.7391,10.7391,9.1481,1.1739,1.5217,1.1739,0.1111,0.1304,1,0.1304,0.2609,0.2222,0.913,0.7778,3.77,1.5,1.36,1.81,1.76,1.03,1.58,4.94,0.0343,0.58,0.59,6.62,9.37,0.9,25.12,0.71,0.72,21.02,3.24,0.2,0.67,0.11,0.05,0.16,2
282,21,33,28,21,6,6,5,31,13.4286,13.4286,10.0714,1.3333,1.5714,1.3333,0.2143,0.2857,1,0.2857,0.2381,0.1786,1.4762,1.1071,4.71,1.95,1.48,1.87,1.51,1,1.54,4.55,0,0.54,0.55,6.54,9.25,0.89,22.96,0.69,0.87,33.8,4.11,0.25,0.6,0.06,0.02,0.08,2
294,22,42,34,22,9,6,8,34,13.3636,13.3636,8.6471,1.5455,1.9091,1.5455,0.2647,0.4091,1,0.2727,0.3636,0.2353,1.5455,1,4.62,2.1,1.67,1.76,1.68,1,1.61,4.93,0.0582,0.63,0.59,7.17,10.14,0.91,26.48,0.69,0.77,30.77,3.92,0.21,0.64,0.11,0.02,0.13,2
140,14,23,20,14,5,4,1,14,10,10,7,1.4286,1.6429,1.4286,0.25,0.3571,1,0.2857,0.0714,0.05,1,0.7,3.92,1.54,1.08,1.55,1.75,1,1.45,4.34,0.0234,0.56,0.67,5.66,8,0.92,26.46,0.78,0.88,19.36,3.11,0.27,0.68,0.1,0.09,0.19,2
135,11,18,16,13,1,1,4,12,12.2727,10.3846,8.4375,1.4545,1.3846,1.2308,0.0625,0.0769,1.1818,0.0769,0.3077,0.25,0.9231,0.75,4,2.09,0.73,1.89,1.65,1,1.3,3.98,0,0.55,0.68,5.7,8.06,0.92,27.78,0.77,0.74,12.57,2.51,0.22,0.78,0.13,0.01,0.14,2
112,8,16,13,9,5,5,3,13,14,12.4444,8.6154,1.625,1.7778,1.4444,0.3846,0.5556,1.125,0.5556,0.3333,0.2308,1.4444,1,4.75,1.75,1.5,1.79,1.79,1,1.49,4.71,0,0.6,0.7,5.21,7.37,0.92,26.73,0.76,0.73,11.64,2.41,0.24,0.78,0.04,0.01,0.06,2
108,11,18,15,11,3,3,1,11,9.8182,9.8182,7.2,1.3636,1.6364,1.3636,0.2,0.2727,1,0.2727,0.0909,0.0667,1,0.7333,4,1.6,1.2,1.77,1.75,1,1.49,4.35,0.0098,0.61,0.72,5.41,7.65,0.93,29.84,0.79,0.71,10.71,2.31,0.22,0.79,0.09,0.03,0.12,2
161,14,21,18,13,5,4,2,23,11.5,12.3846,8.9444,1.2857,1.6154,1.3846,0.2778,0.3846,0.9286,0.3077,0.1538,0.1111,1.7692,1.2778,3.64,1.21,1.71,1.76,2,1,1.62,4.73,0.0809,0.55,0.64,5.76,8.15,0.91,25.08,0.72,0.76,14.44,2.69,0.21,0.65,0.08,0.02,0.1,2
159,13,26,21,15,3,3,6,12,12.2308,10.6,7.5714,1.6154,1.7333,1.4,0.1429,0.2,1.1538,0.2,0.4,0.2857,0.8,0.5714,4.67,2.33,0.92,1.66,1.25,1,1.54,4.93,0.035,0.62,0.68,6.17,8.72,0.92,29.22,0.77,0.75,18,3,0.24,0.78,0.09,0.01,0.1,2
145,9,16,12,9,3,3,4,18,16.1111,16.1111,12.0833,1.3333,1.7778,1.3333,0.25,0.3333,1,0.3333,0.4444,0.3333,2,1.5,6.33,2,2.33,1.79,1.22,1,1.5,4.63,0,0.54,0.72,6.21,8.79,0.93,32.62,0.82,1,17,2.92,0.21,0.74,0.07,0.01,0.09,2
127,10,22,19,10,9,7,3,16,12.7,12.7,6.6842,1.9,2.2,1.9,0.4737,0.9,1,0.7,0.3,0.1579,1.6,0.8421,5.89,2.44,1.67,1.75,1.23,1,1.42,4.53,0.0583,0.58,0.63,5.02,7.1,0.9,22.05,0.76,0.83,16.67,2.89,0.27,0.69,0.08,0.01,0.09,2
310,27,44,39,27,11,8,6,36,11.4815,11.4815,7.9487,1.4444,1.6296,1.4444,0.2821,0.4074,1,0.2963,0.2222,0.1538,1.3333,0.9231,3.63,1.44,1.19,1.89,1.56,1.03,1.57,4.89,0.0582,0.57,0.55,6.98,9.87,0.9,24.37,0.69,0.71,24.08,3.47,0.19,0.65,0.1,0.02,0.12,2
167,18,24,24,18,7,5,2,20,9.2778,9.2778,6.9583,1.3333,1.3333,1.3333,0.2917,0.3889,1,0.2778,0.1111,0.0833,1.1111,0.8333,3.65,1.76,0.88,1.94,1.2,1,1.49,4.76,0,0.57,0.6,5.53,7.82,0.9,22.62,0.72,0.7,16.03,2.83,0.24,0.72,0.08,0.02,0.1,2
123,12,20,18,12,5,4,2,14,10.25,10.25,6.8333,1.5,1.6667,1.5,0.2778,0.4167,1,0.3333,0.1667,0.1111,1.1667,0.7778,3.75,1.67,1.25,1.71,1.35,1,1.61,4.88,0.0893,0.59,0.74,5.82,8.23,0.94,33.03,0.8,0.71,12.04,2.45,0.23,0.84,0.07,0.03,0.09,2
366,29,52,45,33,9,7,7,45,12.6207,11.0909,8.1333,1.5517,1.5758,1.3636,0.2,0.2727,1.1379,0.2121,0.2121,0.1556,1.3636,1,4.66,1.76,1.38,1.64,1.47,1.02,1.5,4.52,0.0236,0.56,0.53,7.25,10.26,0.89,23.88,0.64,0.63,20.94,3.24,0.15,0.61,0.11,0.02,0.14,2
67,6,12,8,6,2,1,2,6,11.1667,11.1667,8.375,1.3333,2,1.3333,0.25,0.3333,1,0.1667,0.3333,0.25,1,0.75,3.83,2,1.17,1.48,1.67,1,1.45,4.6,0,0.51,0.69,3.97,5.62,0.91,20.42,0.82,0.92,11.08,2.35,0.35,0.78,0.09,0,0.09,2
246,19,38,27,19,7,5,7,37,12.9474,12.9474,9.1111,1.4211,2,1.4211,0.2593,0.3684,1,0.2632,0.3684,0.2593,1.9474,1.3704,4.53,1.89,1.68,1.83,1.44,1,1.52,4.8,0.0538,0.63,0.6,6.71,9.49,0.91,25.92,0.73,0.76,25.69,3.58,0.22,0.7,0.11,0.01,0.13,2
